time,cycle,stage,phase,temperature
1054.0,7,anneal,ramp,91.12
1054.5,7,anneal,ramp,90.46
1055.0,7,anneal,ramp,89.75
1055.5,7,anneal,ramp,89.01
1056.0,7,anneal,ramp,88.23
1056.5,7,anneal,ramp,87.54
1057.0,7,anneal,ramp,86.82
1057.5,7,anneal,ramp,86.07
1058.0,7,anneal,ramp,85.15
1058.5,7,anneal,ramp,84.47
1059.0,7,anneal,ramp,83.87
1059.5,7,anneal,ramp,83.09
1060.0,7,anneal,ramp,82.11
1060.5,7,anneal,ramp,81.54
1061.0,7,anneal,ramp,80.55
1061.5,7,anneal,ramp,80.0
1062.0,7,anneal,ramp,79.44
1062.5,7,anneal,ramp,78.41
1063.0,7,anneal,ramp,77.67
1063.5,7,anneal,ramp,77.08
1064.0,7,anneal,ramp,76.1
1064.5,7,anneal,ramp,75.44
1065.0,7,anneal,ramp,74.81
1065.5,7,anneal,ramp,73.94
1066.0,7,anneal,ramp,73.23
1066.5,7,anneal,ramp,72.57
1067.0,7,anneal,ramp,71.79
1067.5,7,anneal,ramp,71.03
1068.0,7,anneal,ramp,70.22
1068.5,7,anneal,ramp,69.54
1069.0,7,anneal,ramp,68.74
1069.5,7,anneal,ramp,68.05
1070.0,7,anneal,ramp,67.2
1070.5,7,anneal,ramp,66.48
1071.0,7,anneal,ramp,65.65
1071.5,7,anneal,ramp,65.0
1072.0,7,anneal,ramp,64.17
1072.5,7,anneal,ramp,63.39
1073.0,7,anneal,ramp,62.78
1073.5,7,anneal,ramp,62.02
1074.0,7,anneal,ramp,61.33
1074.5,7,anneal,ramp,60.46
1075.0,7,anneal,ramp,59.79
1075.5,7,anneal,ramp,59.06
1076.0,7,anneal,ramp,58.29
1076.5,7,anneal,ramp,57.42
1077.0,7,anneal,ramp,56.76
1077.5,7,anneal,ramp,56.04
1078.0,7,anneal,ramp,55.25
1078.5,7,anneal,ramp,54.79
1079.0,7,anneal,hold,54.99
1079.5,7,anneal,hold,55.04
1080.0,7,anneal,hold,55.14
1080.5,7,anneal,hold,55.2
1081.0,7,anneal,hold,54.87
1081.5,7,anneal,hold,54.86
1082.0,7,anneal,hold,55.0
1082.5,7,anneal,hold,55.1
1083.0,7,anneal,hold,55.1
1083.5,7,anneal,hold,55.17
1084.0,7,anneal,hold,54.94
1084.5,7,anneal,hold,54.84
1085.0,7,anneal,hold,55.17
1085.5,7,anneal,hold,55.02
1086.0,7,anneal,hold,54.88
1086.5,7,anneal,hold,55.11
1087.0,7,anneal,hold,55.18
1087.5,7,anneal,hold,55.09
1088.0,7,anneal,hold,55.06
1088.5,7,anneal,hold,55.08
1089.0,7,anneal,hold,55.09
1089.5,7,anneal,hold,54.99
1090.0,7,anneal,hold,55.03
1090.5,7,anneal,hold,55.14
1091.0,7,anneal,hold,55.13
1091.5,7,anneal,hold,55.14
1092.0,7,anneal,hold,55.03
1092.5,7,anneal,hold,55.1
1093.0,7,anneal,hold,54.95
1093.5,7,anneal,hold,55.19
1094.0,7,anneal,hold,55.34
1094.5,7,anneal,hold,55.04
1095.0,7,anneal,hold,55.14
1095.5,7,anneal,hold,55.25
1096.0,7,anneal,hold,55.37
1096.5,7,anneal,hold,55.22
1097.0,7,anneal,hold,55.21
1097.5,7,anneal,hold,55.08
1098.0,7,anneal,hold,55.27
1098.5,7,anneal,hold,55.47
1099.0,7,anneal,hold,55.32
1099.5,7,anneal,hold,55.28
1100.0,7,anneal,hold,55.34
1100.5,7,anneal,hold,55.33
1101.0,7,anneal,hold,55.24
1101.5,7,anneal,hold,55.38
1102.0,7,anneal,hold,55.32
1102.5,7,anneal,hold,55.31
1103.0,7,anneal,hold,55.2
1103.5,7,anneal,hold,55.45
1104.0,7,anneal,hold,55.39
1104.5,7,anneal,hold,55.27
1105.0,7,anneal,hold,55.4
1105.5,7,anneal,hold,55.22
1106.0,7,anneal,hold,55.2
1106.5,7,anneal,hold,55.16
1107.0,7,anneal,hold,55.08
1107.5,7,anneal,hold,55.3
1108.0,7,anneal,hold,55.14
1108.5,7,anneal,hold,55.24
1109.0,7,extension,ramp,55.79
1109.5,7,extension,ramp,56.99
1110.0,7,extension,ramp,57.98
1110.5,7,extension,ramp,58.97
1111.0,7,extension,ramp,59.9
1111.5,7,extension,ramp,60.88
1112.0,7,extension,ramp,62.05
1112.5,7,extension,ramp,62.94
1113.0,7,extension,ramp,64.03
1113.5,7,extension,ramp,64.91
1114.0,7,extension,ramp,66.02
1114.5,7,extension,ramp,67.13
1115.0,7,extension,ramp,68.06
1115.5,7,extension,ramp,68.96
1116.0,7,extension,ramp,70.03
1116.5,7,extension,ramp,70.98
1117.0,7,extension,ramp,72.0
1117.5,7,extension,hold,71.98
1118.0,7,extension,hold,71.98
1118.5,7,extension,hold,72.05
1119.0,7,extension,hold,72.07
1119.5,7,extension,hold,71.95
1120.0,7,extension,hold,72.11
1120.5,7,extension,hold,71.92
1121.0,7,extension,hold,71.84
1121.5,7,extension,hold,71.71
1122.0,7,extension,hold,71.83
1122.5,7,extension,hold,71.83
1123.0,7,extension,hold,71.96
1123.5,7,extension,hold,71.87
1124.0,7,extension,hold,71.72
1124.5,7,extension,hold,71.87
1125.0,7,extension,hold,71.9
1125.5,7,extension,hold,72.0
1126.0,7,extension,hold,71.92
1126.5,7,extension,hold,71.91
1127.0,7,extension,hold,71.81
1127.5,7,extension,hold,71.81
1128.0,7,extension,hold,71.89
1128.5,7,extension,hold,71.63
1129.0,7,extension,hold,71.72
1129.5,7,extension,hold,71.65
1130.0,7,extension,hold,71.76
1130.5,7,extension,hold,71.85
1131.0,7,extension,hold,71.66
1131.5,7,extension,hold,71.49
1132.0,7,extension,hold,71.67
1132.5,7,extension,hold,71.83
1133.0,7,extension,hold,71.77
1133.5,7,extension,hold,71.77
1134.0,7,extension,hold,71.72
1134.5,7,extension,hold,71.63
1135.0,7,extension,hold,71.8
1135.5,7,extension,hold,71.66
1136.0,7,extension,hold,71.98
1136.5,7,extension,hold,71.79
1137.0,7,extension,hold,71.66
1137.5,7,extension,hold,71.65
1138.0,7,extension,hold,71.72
1138.5,7,extension,hold,71.72
1139.0,7,extension,hold,71.83
1139.5,7,extension,hold,71.73
1140.0,7,extension,hold,71.63
1140.5,7,extension,hold,71.88
1141.0,7,extension,hold,71.71
1141.5,7,extension,hold,71.76
1142.0,7,extension,hold,71.65
1142.5,7,extension,hold,71.76
1143.0,7,extension,hold,71.78
1143.5,7,extension,hold,71.55
1144.0,7,extension,hold,71.94
1144.5,7,extension,hold,71.84
1145.0,7,extension,hold,71.66
1145.5,7,extension,hold,71.6
1146.0,7,extension,hold,71.77
1146.5,7,extension,hold,71.72
1147.0,7,extension,hold,71.74
1147.5,7,extension,hold,71.72
1148.0,7,extension,hold,71.72
1148.5,7,extension,hold,71.83
1149.0,7,extension,hold,71.73
1149.5,7,extension,hold,71.56
1150.0,7,extension,hold,71.79
1150.5,7,extension,hold,71.81
1151.0,7,extension,hold,71.96
1151.5,7,extension,hold,71.53
1152.0,7,extension,hold,71.65
1152.5,7,extension,hold,71.41
1153.0,7,extension,hold,71.68
1153.5,7,extension,hold,71.6
1154.0,7,extension,hold,71.85
1154.5,7,extension,hold,71.6
1155.0,7,extension,hold,71.48
1155.5,7,extension,hold,71.61
1156.0,7,extension,hold,71.43
1156.5,7,extension,hold,71.68
1157.0,7,extension,hold,71.38
1157.5,7,extension,hold,71.61
1158.0,7,extension,hold,71.42
1158.5,7,extension,hold,71.6
1159.0,7,extension,hold,71.77
1159.5,7,extension,hold,71.64
1160.0,7,extension,hold,71.52
1160.5,7,extension,hold,71.61
1161.0,7,extension,hold,71.57
1161.5,7,extension,hold,71.6
1162.0,7,extension,hold,71.42
1162.5,7,extension,hold,71.62
1163.0,7,extension,hold,71.25
1163.5,7,extension,hold,71.45
1164.0,7,extension,hold,71.47
1164.5,7,extension,hold,71.6
1165.0,7,extension,hold,71.55
1165.5,7,extension,hold,71.42
1166.0,7,extension,hold,71.45
1166.5,7,extension,hold,71.53
1167.0,7,extension,hold,71.49
1167.5,7,extension,hold,71.46
1168.0,7,extension,hold,71.5
1168.5,7,extension,hold,71.63
1169.0,7,extension,hold,71.52
1169.5,7,extension,hold,71.57
1170.0,7,extension,hold,71.78
1170.5,7,extension,hold,71.42
1171.0,7,extension,hold,71.41
1171.5,7,extension,hold,71.66
1172.0,7,extension,hold,71.54
1172.5,7,extension,hold,71.57
1173.0,7,extension,hold,71.55
1173.5,7,extension,hold,71.58
1174.0,7,extension,hold,71.78
1174.5,7,extension,hold,71.68
1175.0,7,extension,hold,71.66
1175.5,7,extension,hold,71.44
1176.0,7,extension,hold,71.48
1176.5,7,extension,hold,71.3
1177.0,7,extension,hold,71.47
1177.5,8,denature,ramp,73.1
1178.0,8,denature,ramp,74.05
1178.5,8,denature,ramp,74.98
1179.0,8,denature,ramp,76.0
1179.5,8,denature,ramp,76.93
1180.0,8,denature,ramp,78.02
1180.5,8,denature,ramp,79.08
1181.0,8,denature,ramp,79.84
1181.5,8,denature,ramp,81.03
1182.0,8,denature,ramp,82.09
1182.5,8,denature,ramp,82.96
1183.0,8,denature,ramp,84.07
1183.5,8,denature,ramp,85.28
1184.0,8,denature,ramp,85.99
1184.5,8,denature,ramp,87.04
1185.0,8,denature,ramp,87.93
1185.5,8,denature,ramp,89.02
1186.0,8,denature,ramp,90.05
1186.5,8,denature,ramp,91.02
1187.0,8,denature,ramp,91.9
1187.5,8,denature,ramp,93.02
1188.0,8,denature,ramp,94.15
1188.5,8,denature,ramp,95.04
1189.0,8,denature,hold,94.97
1189.5,8,denature,hold,94.91
1190.0,8,denature,hold,94.97
1190.5,8,denature,hold,95.02
1191.0,8,denature,hold,95.11
1191.5,8,denature,hold,95.04
1192.0,8,denature,hold,95.03
1192.5,8,denature,hold,94.88
1193.0,8,denature,hold,94.91
1193.5,8,denature,hold,95.18
1194.0,8,denature,hold,94.9
1194.5,8,denature,hold,95.16
1195.0,8,denature,hold,94.98
1195.5,8,denature,hold,94.99
1196.0,8,denature,hold,95.07
1196.5,8,denature,hold,95.09
1197.0,8,denature,hold,94.94
1197.5,8,denature,hold,94.92
1198.0,8,denature,hold,94.94
1198.5,8,denature,hold,94.94
1199.0,8,denature,hold,94.99
1199.5,8,denature,hold,94.89
1200.0,8,denature,hold,94.97
1200.5,8,denature,hold,95.06
1201.0,8,denature,hold,94.96
1201.5,8,denature,hold,94.92
1202.0,8,denature,hold,94.76
1202.5,8,denature,hold,94.65
1203.0,8,denature,hold,94.96
1203.5,8,denature,hold,94.92
1204.0,8,denature,hold,94.9
1204.5,8,denature,hold,94.97
1205.0,8,denature,hold,94.91
1205.5,8,denature,hold,95.06
1206.0,8,denature,hold,94.96
1206.5,8,denature,hold,94.88
1207.0,8,denature,hold,95.07
1207.5,8,denature,hold,94.93
1208.0,8,denature,hold,95.02
1208.5,8,denature,hold,94.91
1209.0,8,denature,hold,94.89
1209.5,8,denature,hold,94.96
1210.0,8,denature,hold,94.93
1210.5,8,denature,hold,94.96
1211.0,8,denature,hold,94.91
1211.5,8,denature,hold,94.77
1212.0,8,denature,hold,94.91
1212.5,8,denature,hold,95.04
1213.0,8,denature,hold,94.92
1213.5,8,denature,hold,94.95
1214.0,8,denature,hold,95.07
1214.5,8,denature,hold,94.91
1215.0,8,denature,hold,94.85
1215.5,8,denature,hold,94.97
1216.0,8,denature,hold,94.97
1216.5,8,denature,hold,94.89
1217.0,8,denature,hold,95.0
1217.5,8,denature,hold,95.06
1218.0,8,denature,hold,95.01
1218.5,8,denature,hold,95.0
1219.0,8,anneal,ramp,94.43
1219.5,8,anneal,ramp,93.47
1220.0,8,anneal,ramp,92.78
1220.5,8,anneal,ramp,91.95
1221.0,8,anneal,ramp,91.17
1221.5,8,anneal,ramp,90.44
1222.0,8,anneal,ramp,89.7
1222.5,8,anneal,ramp,89.04
1223.0,8,anneal,ramp,88.48
1223.5,8,anneal,ramp,87.43
1224.0,8,anneal,ramp,86.71
1224.5,8,anneal,ramp,85.99
1225.0,8,anneal,ramp,85.29
1225.5,8,anneal,ramp,84.53
1226.0,8,anneal,ramp,83.88
1226.5,8,anneal,ramp,82.76
1227.0,8,anneal,ramp,82.01
1227.5,8,anneal,ramp,81.45
1228.0,8,anneal,ramp,80.86
1228.5,8,anneal,ramp,79.84
1229.0,8,anneal,ramp,78.95
1229.5,8,anneal,ramp,78.56
1230.0,8,anneal,ramp,77.77
1230.5,8,anneal,ramp,76.89
1231.0,8,anneal,ramp,76.15
1231.5,8,anneal,ramp,75.4
1232.0,8,anneal,ramp,74.76
1232.5,8,anneal,ramp,73.94
1233.0,8,anneal,ramp,73.3
1233.5,8,anneal,ramp,72.21
1234.0,8,anneal,ramp,71.66
1234.5,8,anneal,ramp,70.89
1235.0,8,anneal,ramp,70.22
1235.5,8,anneal,ramp,69.45
1236.0,8,anneal,ramp,68.83
1236.5,8,anneal,ramp,67.81
1237.0,8,anneal,ramp,67.25
1237.5,8,anneal,ramp,66.56
1238.0,8,anneal,ramp,65.94
1238.5,8,anneal,ramp,64.95
1239.0,8,anneal,ramp,64.28
1239.5,8,anneal,ramp,63.32
1240.0,8,anneal,ramp,62.51
1240.5,8,anneal,ramp,62.08
1241.0,8,anneal,ramp,61.25
1241.5,8,anneal,ramp,60.62
1242.0,8,anneal,ramp,59.61
1242.5,8,anneal,ramp,59.05
1243.0,8,anneal,ramp,58.44
1243.5,8,anneal,ramp,57.54
1244.0,8,anneal,ramp,56.78
1244.5,8,anneal,ramp,56.0
1245.0,8,anneal,ramp,55.09
1245.5,8,anneal,ramp,55.14
1246.0,8,anneal,hold,54.84
1246.5,8,anneal,hold,54.98
1247.0,8,anneal,hold,55.09
1247.5,8,anneal,hold,54.79
1248.0,8,anneal,hold,54.87
1248.5,8,anneal,hold,54.98
1249.0,8,anneal,hold,54.9
1249.5,8,anneal,hold,54.91
1250.0,8,anneal,hold,54.91
1250.5,8,anneal,hold,54.84
1251.0,8,anneal,hold,54.86
1251.5,8,anneal,hold,55.05
1252.0,8,anneal,hold,54.85
1252.5,8,anneal,hold,54.79
1253.0,8,anneal,hold,54.89
1253.5,8,anneal,hold,55.07
1254.0,8,anneal,hold,54.98
1254.5,8,anneal,hold,54.95
1255.0,8,anneal,hold,55.03
1255.5,8,anneal,hold,54.85
1256.0,8,anneal,hold,55.08
1256.5,8,anneal,hold,55.05
1257.0,8,anneal,hold,54.97
1257.5,8,anneal,hold,55.14
1258.0,8,anneal,hold,54.91
1258.5,8,anneal,hold,55.16
1259.0,8,anneal,hold,55.06
1259.5,8,anneal,hold,54.99
1260.0,8,anneal,hold,55.04
1260.5,8,anneal,hold,55.03
1261.0,8,anneal,hold,55.18
1261.5,8,anneal,hold,54.94
1262.0,8,anneal,hold,54.97
1262.5,8,anneal,hold,55.16
1263.0,8,anneal,hold,55.01
1263.5,8,anneal,hold,55.11
1264.0,8,anneal,hold,55.17
1264.5,8,anneal,hold,54.98
1265.0,8,anneal,hold,55.09
1265.5,8,anneal,hold,54.89
1266.0,8,anneal,hold,55.06
1266.5,8,anneal,hold,54.98
1267.0,8,anneal,hold,54.97
1267.5,8,anneal,hold,54.85
1268.0,8,anneal,hold,54.74
1268.5,8,anneal,hold,54.94
1269.0,8,anneal,hold,54.68
1269.5,8,anneal,hold,54.86
1270.0,8,anneal,hold,55.03
1270.5,8,anneal,hold,54.92
1271.0,8,anneal,hold,55.12
1271.5,8,anneal,hold,55.05
1272.0,8,anneal,hold,54.86
1272.5,8,anneal,hold,54.94
1273.0,8,anneal,hold,54.92
1273.5,8,anneal,hold,54.77
1274.0,8,anneal,hold,54.86
1274.5,8,anneal,hold,54.91
1275.0,8,anneal,hold,54.78
1275.5,8,anneal,hold,54.98
1276.0,8,extension,ramp,55.98
1276.5,8,extension,ramp,56.83
1277.0,8,extension,ramp,58.04
1277.5,8,extension,ramp,59.07
1278.0,8,extension,ramp,60.02
1278.5,8,extension,ramp,60.97
1279.0,8,extension,ramp,62.06
1279.5,8,extension,ramp,63.07
1280.0,8,extension,ramp,64.03
1280.5,8,extension,ramp,64.92
1281.0,8,extension,ramp,66.03
1281.5,8,extension,ramp,67.12
1282.0,8,extension,ramp,67.94
1282.5,8,extension,ramp,69.21
1283.0,8,extension,ramp,69.95
1283.5,8,extension,ramp,71.0
1284.0,8,extension,ramp,71.93
1284.5,8,extension,hold,72.0
1285.0,8,extension,hold,72.01
1285.5,8,extension,hold,71.86
1286.0,8,extension,hold,71.88
1286.5,8,extension,hold,71.89
1287.0,8,extension,hold,72.05
1287.5,8,extension,hold,72.14
1288.0,8,extension,hold,71.84
1288.5,8,extension,hold,72.07
1289.0,8,extension,hold,71.75
1289.5,8,extension,hold,71.84
1290.0,8,extension,hold,71.86
1290.5,8,extension,hold,71.83
1291.0,8,extension,hold,71.79
1291.5,8,extension,hold,71.99
1292.0,8,extension,hold,71.92
1292.5,8,extension,hold,71.97
1293.0,8,extension,hold,71.99
1293.5,8,extension,hold,71.92
1294.0,8,extension,hold,71.96
1294.5,8,extension,hold,71.9
1295.0,8,extension,hold,71.8
1295.5,8,extension,hold,72.04
1296.0,8,extension,hold,71.88
1296.5,8,extension,hold,71.83
1297.0,8,extension,hold,71.93
1297.5,8,extension,hold,71.83
1298.0,8,extension,hold,71.86
1298.5,8,extension,hold,71.91
1299.0,8,extension,hold,71.94
1299.5,8,extension,hold,71.83
1300.0,8,extension,hold,71.88
1300.5,8,extension,hold,72.06
1301.0,8,extension,hold,71.98
1301.5,8,extension,hold,72.15
1302.0,8,extension,hold,72.06
1302.5,8,extension,hold,72.07
1303.0,8,extension,hold,71.81
1303.5,8,extension,hold,72.02
1304.0,8,extension,hold,71.95
1304.5,8,extension,hold,71.92
1305.0,8,extension,hold,71.98
1305.5,8,extension,hold,72.05
1306.0,8,extension,hold,71.99
1306.5,8,extension,hold,71.8
1307.0,8,extension,hold,71.97
1307.5,8,extension,hold,71.84
1308.0,8,extension,hold,71.93
1308.5,8,extension,hold,71.84
1309.0,8,extension,hold,71.84
1309.5,8,extension,hold,71.9
1310.0,8,extension,hold,71.74
1310.5,8,extension,hold,72.02
1311.0,8,extension,hold,71.67
1311.5,8,extension,hold,71.81
1312.0,8,extension,hold,71.89
1312.5,8,extension,hold,71.89
1313.0,8,extension,hold,71.83
1313.5,8,extension,hold,71.81
1314.0,8,extension,hold,71.86
1314.5,8,extension,hold,71.79
1315.0,8,extension,hold,71.91
1315.5,8,extension,hold,71.81
1316.0,8,extension,hold,71.82
1316.5,8,extension,hold,71.63
1317.0,8,extension,hold,71.71
1317.5,8,extension,hold,71.7
1318.0,8,extension,hold,71.65
1318.5,8,extension,hold,71.78
1319.0,8,extension,hold,71.68
1319.5,8,extension,hold,71.81
1320.0,8,extension,hold,71.61
1320.5,8,extension,hold,71.9
1321.0,8,extension,hold,71.65
1321.5,8,extension,hold,71.77
1322.0,8,extension,hold,71.79
1322.5,8,extension,hold,71.64
1323.0,8,extension,hold,71.76
1323.5,8,extension,hold,71.56
1324.0,8,extension,hold,71.84
1324.5,8,extension,hold,71.72
1325.0,8,extension,hold,71.65
1325.5,8,extension,hold,71.67
1326.0,8,extension,hold,71.8
1326.5,8,extension,hold,71.67
1327.0,8,extension,hold,71.68
1327.5,8,extension,hold,71.74
1328.0,8,extension,hold,71.62
1328.5,8,extension,hold,71.89
1329.0,8,extension,hold,71.62
1329.5,8,extension,hold,71.78
1330.0,8,extension,hold,71.74
1330.5,8,extension,hold,71.66
1331.0,8,extension,hold,71.77
1331.5,8,extension,hold,71.87
1332.0,8,extension,hold,71.76
1332.5,8,extension,hold,71.88
1333.0,8,extension,hold,71.88
1333.5,8,extension,hold,71.88
1334.0,8,extension,hold,71.74
1334.5,8,extension,hold,71.69
1335.0,8,extension,hold,71.74
1335.5,8,extension,hold,71.85
1336.0,8,extension,hold,71.91
1336.5,8,extension,hold,71.65
1337.0,8,extension,hold,71.88
1337.5,8,extension,hold,71.91
1338.0,8,extension,hold,71.85
1338.5,8,extension,hold,72.03
1339.0,8,extension,hold,71.91
1339.5,8,extension,hold,72.02
1340.0,8,extension,hold,71.84
1340.5,8,extension,hold,71.96
1341.0,8,extension,hold,72.02
1341.5,8,extension,hold,72.0
1342.0,8,extension,hold,71.76
1342.5,8,extension,hold,71.81
1343.0,8,extension,hold,71.81
1343.5,8,extension,hold,71.88
1344.0,8,extension,hold,71.92
1344.5,9,denature,ramp,72.92
1345.0,9,denature,ramp,74.01
1345.5,9,denature,ramp,74.8
1346.0,9,denature,ramp,76.14
1346.5,9,denature,ramp,76.95
1347.0,9,denature,ramp,78.01
1347.5,9,denature,ramp,78.97
1348.0,9,denature,ramp,80.11
1348.5,9,denature,ramp,80.72
1349.0,9,denature,ramp,82.0
1349.5,9,denature,ramp,82.99
1350.0,9,denature,ramp,83.95
1350.5,9,denature,ramp,85.17
1351.0,9,denature,ramp,85.91
1351.5,9,denature,ramp,87.08
1352.0,9,denature,ramp,88.04
1352.5,9,denature,ramp,89.13
1353.0,9,denature,ramp,89.93
1353.5,9,denature,ramp,90.93
1354.0,9,denature,ramp,92.11
1354.5,9,denature,ramp,93.04
1355.0,9,denature,ramp,93.85
1355.5,9,denature,ramp,94.95
1356.0,9,denature,hold,95.1
1356.5,9,denature,hold,95.08
1357.0,9,denature,hold,94.99
1357.5,9,denature,hold,94.93
1358.0,9,denature,hold,95.01
1358.5,9,denature,hold,95.07
1359.0,9,denature,hold,94.91
1359.5,9,denature,hold,94.79
1360.0,9,denature,hold,94.76
1360.5,9,denature,hold,94.72
1361.0,9,denature,hold,94.92
1361.5,9,denature,hold,94.94
1362.0,9,denature,hold,94.95
1362.5,9,denature,hold,94.92
1363.0,9,denature,hold,95.04
1363.5,9,denature,hold,94.85
1364.0,9,denature,hold,94.96
1364.5,9,denature,hold,94.86
1365.0,9,denature,hold,94.8
1365.5,9,denature,hold,94.93
1366.0,9,denature,hold,94.91
1366.5,9,denature,hold,94.92
1367.0,9,denature,hold,94.91
1367.5,9,denature,hold,94.94
1368.0,9,denature,hold,95.17
1368.5,9,denature,hold,95.03
1369.0,9,denature,hold,94.99
1369.5,9,denature,hold,94.92
1370.0,9,denature,hold,95.04
1370.5,9,denature,hold,94.98
1371.0,9,denature,hold,94.92
1371.5,9,denature,hold,94.88
1372.0,9,denature,hold,94.91
1372.5,9,denature,hold,94.6
1373.0,9,denature,hold,94.93
1373.5,9,denature,hold,94.89
1374.0,9,denature,hold,95.08
1374.5,9,denature,hold,94.93
1375.0,9,denature,hold,94.82
1375.5,9,denature,hold,94.9
1376.0,9,denature,hold,94.81
1376.5,9,denature,hold,94.94
1377.0,9,denature,hold,94.94
1377.5,9,denature,hold,94.99
1378.0,9,denature,hold,94.82
1378.5,9,denature,hold,94.93
1379.0,9,denature,hold,94.81
1379.5,9,denature,hold,95.02
1380.0,9,denature,hold,95.0
1380.5,9,denature,hold,94.98
1381.0,9,denature,hold,94.96
1381.5,9,denature,hold,94.99
1382.0,9,denature,hold,95.09
1382.5,9,denature,hold,94.91
1383.0,9,denature,hold,94.94
1383.5,9,denature,hold,94.8
1384.0,9,denature,hold,94.79
1384.5,9,denature,hold,94.88
1385.0,9,denature,hold,94.98
1385.5,9,denature,hold,94.84
1386.0,9,anneal,ramp,94.23
1386.5,9,anneal,ramp,93.46
1387.0,9,anneal,ramp,92.7
1387.5,9,anneal,ramp,92.03
1388.0,9,anneal,ramp,91.1
1388.5,9,anneal,ramp,90.63
1389.0,9,anneal,ramp,89.68
1389.5,9,anneal,ramp,89.07
1390.0,9,anneal,ramp,88.12
1390.5,9,anneal,ramp,87.57
1391.0,9,anneal,ramp,86.82
1391.5,9,anneal,ramp,86.04
1392.0,9,anneal,ramp,85.15
1392.5,9,anneal,ramp,84.52
1393.0,9,anneal,ramp,83.63
1393.5,9,anneal,ramp,82.97
1394.0,9,anneal,ramp,82.35
1394.5,9,anneal,ramp,81.58
1395.0,9,anneal,ramp,80.75
1395.5,9,anneal,ramp,79.9
1396.0,9,anneal,ramp,79.31
1396.5,9,anneal,ramp,78.5
1397.0,9,anneal,ramp,77.52
1397.5,9,anneal,ramp,77.08
1398.0,9,anneal,ramp,76.25
1398.5,9,anneal,ramp,75.62
1399.0,9,anneal,ramp,74.64
1399.5,9,anneal,ramp,73.68
1400.0,9,anneal,ramp,73.28
1400.5,9,anneal,ramp,72.53
1401.0,9,anneal,ramp,71.58
1401.5,9,anneal,ramp,70.9
1402.0,9,anneal,ramp,70.53
1402.5,9,anneal,ramp,69.47
1403.0,9,anneal,ramp,68.82
1403.5,9,anneal,ramp,67.93
1404.0,9,anneal,ramp,67.04
1404.5,9,anneal,ramp,66.48
1405.0,9,anneal,ramp,65.72
1405.5,9,anneal,ramp,64.96
1406.0,9,anneal,ramp,64.24
1406.5,9,anneal,ramp,63.53
1407.0,9,anneal,ramp,62.73
1407.5,9,anneal,ramp,61.87
1408.0,9,anneal,ramp,61.3
1408.5,9,anneal,ramp,60.31
1409.0,9,anneal,ramp,59.54
1409.5,9,anneal,ramp,59.07
1410.0,9,anneal,ramp,58.3
1410.5,9,anneal,ramp,57.49
1411.0,9,anneal,ramp,56.61
1411.5,9,anneal,ramp,55.93
1412.0,9,anneal,ramp,55.22
1412.5,9,anneal,ramp,54.84
1413.0,9,anneal,hold,55.0
1413.5,9,anneal,hold,54.99
1414.0,9,anneal,hold,55.04
1414.5,9,anneal,hold,54.97
1415.0,9,anneal,hold,55.34
1415.5,9,anneal,hold,55.13
1416.0,9,anneal,hold,54.88
1416.5,9,anneal,hold,55.02
1417.0,9,anneal,hold,54.94
1417.5,9,anneal,hold,54.89
1418.0,9,anneal,hold,54.89
1418.5,9,anneal,hold,55.05
1419.0,9,anneal,hold,54.95
1419.5,9,anneal,hold,55.11
1420.0,9,anneal,hold,55.11
1420.5,9,anneal,hold,55.14
1421.0,9,anneal,hold,54.9
1421.5,9,anneal,hold,55.03
1422.0,9,anneal,hold,55.05
1422.5,9,anneal,hold,54.94
1423.0,9,anneal,hold,54.91
1423.5,9,anneal,hold,55.17
1424.0,9,anneal,hold,55.05
1424.5,9,anneal,hold,55.07
1425.0,9,anneal,hold,54.94
1425.5,9,anneal,hold,54.88
1426.0,9,anneal,hold,54.95
1426.5,9,anneal,hold,55.01
1427.0,9,anneal,hold,54.88
1427.5,9,anneal,hold,54.98
1428.0,9,anneal,hold,54.81
1428.5,9,anneal,hold,54.85
1429.0,9,anneal,hold,55.06
1429.5,9,anneal,hold,55.04
1430.0,9,anneal,hold,54.92
1430.5,9,anneal,hold,54.86
1431.0,9,anneal,hold,54.87
1431.5,9,anneal,hold,54.93
1432.0,9,anneal,hold,55.06
1432.5,9,anneal,hold,55.1
1433.0,9,anneal,hold,54.91
1433.5,9,anneal,hold,54.84
1434.0,9,anneal,hold,54.97
1434.5,9,anneal,hold,54.87
1435.0,9,anneal,hold,54.85
1435.5,9,anneal,hold,55.08
1436.0,9,anneal,hold,55.04
1436.5,9,anneal,hold,54.98
1437.0,9,anneal,hold,54.86
1437.5,9,anneal,hold,55.05
1438.0,9,anneal,hold,55.16
1438.5,9,anneal,hold,55.03
1439.0,9,anneal,hold,55.21
1439.5,9,anneal,hold,55.2
1440.0,9,anneal,hold,55.22
1440.5,9,anneal,hold,55.07
1441.0,9,anneal,hold,55.09
1441.5,9,anneal,hold,55.14
1442.0,9,anneal,hold,55.04
1442.5,9,anneal,hold,54.92
1443.0,9,extension,ramp,55.96
1443.5,9,extension,ramp,57.02
1444.0,9,extension,ramp,57.87
1444.5,9,extension,ramp,58.99
1445.0,9,extension,ramp,60.11
1445.5,9,extension,ramp,60.78
1446.0,9,extension,ramp,62.15
1446.5,9,extension,ramp,63.11
1447.0,9,extension,ramp,63.95
1447.5,9,extension,ramp,65.05
